resp.id,ques,alt,choice,none,policytype,cost,year,distance,org,adopters
98,3,3,0,2,subsidies,9,2055,10,dp,0.98
98,3,4,0,1,0,0,0,0,0,0
98,4,1,2,2,ban,19,2055,50,dp,0.98
98,4,2,0,2,subsidies,9,2055,50,dp,0.76
98,4,3,0,2,subsidies,19,2035,2,rp,0.98
98,4,4,0,1,0,0,0,0,0,0
98,5,1,3,2,ban,19,2035,2,rp,0.98
98,5,2,0,2,ban,14,2035,2,ccc,0.01
98,5,3,0,2,ban,9,2045,5,greenpeace,0.98
98,5,4,0,1,0,0,0,0,0,0
98,6,1,4,2,tax,19,2055,50,rp,0.76
98,6,2,0,2,tax,19,2045,2,greenpeace,0.01
98,6,3,0,2,subsidies,19,2045,2,greenpeace,0.76
98,6,4,0,1,0,0,0,0,0,0
98,7,1,1,2,ban,4,2055,10,dp,0.98
98,7,2,0,2,tax,19,2035,5,ccc,0.76
98,7,3,0,2,tax,4,2045,2,greenpeace,0.23
98,7,4,0,1,0,0,0,0,0,0
98,8,1,4,2,ban,9,2055,2,ccc,0.45
98,8,2,0,2,tax,19,2035,10,rp,0.98
98,8,3,0,2,subsidies,19,2045,2,rp,0.45
98,8,4,0,1,0,0,0,0,0,0
98,9,1,2,2,subsidies,19,2055,50,rp,0.76
98,9,2,0,2,subsidies,19,2055,50,greenpeace,0.98
98,9,3,0,2,ban,19,2045,10,greenpeace,0.23
98,9,4,0,1,0,0,0,0,0,0
98,10,1,1,2,ban,4,2055,50,rp,0.98
98,10,2,0,2,tax,14,2045,5,ccc,0.98
98,10,3,0,2,subsidies,9,2035,5,dp,0.23
98,10,4,0,1,0,0,0,0,0,0
98,11,1,3,2,subsidies,9,2055,5,greenpeace,0.23
98,11,2,0,2,ban,14,2045,50,greenpeace,0.76
98,11,3,0,2,subsidies,9,2035,50,ccc,0.76
98,11,4,0,1,0,0,0,0,0,0
98,12,1,3,2,subsidies,14,2025,10,dp,0.01
98,12,2,0,2,ban,14,2055,2,rp,0.45
98,12,3,0,2,tax,9,2025,10,rp,0.98
98,12,4,0,1,0,0,0,0,0,0
98,13,1,3,2,ban,14,2055,2,ccc,0.76
98,13,2,0,2,ban,9,2035,50,rp,0.76
98,13,3,0,2,tax,4,2035,5,rp,0.98
98,13,4,0,1,0,0,0,0,0,0
98,14,1,1,2,ban,19,2045,10,rp,0.98
98,14,2,0,2,ban,19,2035,10,rp,0.01
98,14,3,0,2,subsidies,14,2035,10,greenpeace,0.23
98,14,4,0,1,0,0,0,0,0,0
99,1,1,1,2,tax,14,2035,50,dp,0.98
99,1,2,0,2,ban,19,2025,2,greenpeace,0.76
99,1,3,0,2,ban,19,2035,10,ccc,0.01
99,1,4,0,1,0,0,0,0,0,0
99,2,1,2,2,ban,14,2045,50,greenpeace,0.76
99,2,2,0,2,subsidies,4,2025,10,greenpeace,0.01
99,2,3,0,2,subsidies,14,2055,2,greenpeace,0.23
99,2,4,0,1,0,0,0,0,0,0
99,3,1,2,2,ban,19,2055,2,dp,0.45
99,3,2,0,2,tax,9,2025,2,dp,0.45
99,3,3,0,2,subsidies,14,2035,10,ccc,0.23
99,3,4,0,1,0,0,0,0,0,0
99,4,1,1,2,tax,9,2025,50,greenpeace,0.98
99,4,2,0,2,ban,19,2025,5,ccc,0.01
99,4,3,0,2,ban,4,2035,50,dp,0.23
99,4,4,0,1,0,0,0,0,0,0
99,5,1,1,2,subsidies,4,2055,5,dp,0.23
99,5,2,0,2,subsidies,9,2055,2,ccc,0.45
99,5,3,0,2,subsidies,14,2055,2,dp,0.23
99,5,4,0,1,0,0,0,0,0,0
99,6,1,2,2,subsidies,14,2025,50,rp,0.01
99,6,2,0,2,ban,9,2045,50,greenpeace,0.23
99,6,3,0,2,ban,14,2035,2,dp,0.23
99,6,4,0,1,0,0,0,0,0,0
99,7,1,3,2,ban,14,2025,10,dp,0.01
99,7,2,0,2,ban,4,2045,10,rp,0.76
99,7,3,0,2,tax,9,2035,10,rp,0.98
99,7,4,0,1,0,0,0,0,0,0
99,8,1,1,2,tax,4,2055,10,greenpeace,0.98
99,8,2,0,2,ban,4,2025,50,ccc,0.23
99,8,3,0,2,ban,19,2035,50,dp,0.01
99,8,4,0,1,0,0,0,0,0,0
99,9,1,3,2,tax,4,2035,50,ccc,0.01
99,9,2,0,2,subsidies,14,2055,10,greenpeace,0.45
99,9,3,0,2,ban,9,2025,5,ccc,0.76
99,9,4,0,1,0,0,0,0,0,0
99,10,1,2,2,ban,14,2055,10,ccc,0.01
99,10,2,0,2,ban,14,2045,50,ccc,0.98
99,10,3,0,2,tax,14,2035,10,ccc,0.45
99,10,4,0,1,0,0,0,0,0,0
99,11,1,2,2,ban,14,2045,2,greenpeace,0.23
99,11,2,0,2,subsidies,14,2035,2,greenpeace,0.76
99,11,3,0,2,ban,14,2055,2,ccc,0.76
99,11,4,0,1,0,0,0,0,0,0
99,12,1,4,2,tax,14,2025,5,rp,0.01
99,12,2,0,2,subsidies,9,2045,2,greenpeace,0.01
99,12,3,0,2,ban,19,2055,5,ccc,0.76
99,12,4,0,1,0,0,0,0,0,0
99,13,1,2,2,subsidies,9,2045,5,dp,0.23
99,13,2,0,2,tax,4,2045,50,ccc,0.23
99,13,3,0,2,tax,14,2035,5,rp,0.45
99,13,4,0,1,0,0,0,0,0,0
99,14,1,3,2,subsidies,14,2045,10,rp,0.45
99,14,2,0,2,ban,19,2045,10,dp,0.76
99,14,3,0,2,ban,19,2035,10,greenpeace,0.98
99,14,4,0,1,0,0,0,0,0,0
100,1,1,2,2,subsidies,14,2025,10,ccc,0.76
100,1,2,0,2,subsidies,9,2025,5,ccc,0.76
100,1,3,0,2,tax,19,2055,5,ccc,0.45
100,1,4,0,1,0,0,0,0,0,0
100,2,1,1,2,ban,9,2045,10,greenpeace,0.98
100,2,2,0,2,ban,19,2035,5,ccc,0.98
100,2,3,0,2,subsidies,14,2055,2,dp,0.23
100,2,4,0,1,0,0,0,0,0,0
100,3,1,3,2,ban,9,2035,10,rp,0.76
100,3,2,0,2,tax,9,2045,10,greenpeace,0.45
100,3,3,0,2,tax,4,2025,5,rp,0.98
100,3,4,0,1,0,0,0,0,0,0
100,4,1,1,2,ban,4,2025,10,dp,0.76
100,4,2,0,2,tax,14,2035,50,greenpeace,0.76
100,4,3,0,2,subsidies,19,2045,2,greenpeace,0.23
100,4,4,0,1,0,0,0,0,0,0
100,5,1,1,2,ban,19,2035,50,greenpeace,0.76
100,5,2,0,2,ban,14,2035,50,ccc,0.23
100,5,3,0,2,subsidies,4,2055,50,rp,0.01
100,5,4,0,1,0,0,0,0,0,0
100,6,1,2,2,tax,14,2025,2,dp,0.45
100,6,2,0,2,ban,19,2035,10,dp,0.98
100,6,3,0,2,tax,14,2055,50,rp,0.01
100,6,4,0,1,0,0,0,0,0,0
100,7,1,1,2,subsidies,4,2055,2,dp,0.23
100,7,2,0,2,tax,19,2025,2,ccc,0.76
100,7,3,0,2,subsidies,4,2055,10,greenpeace,0.01
100,7,4,0,1,0,0,0,0,0,0
100,8,1,1,2,subsidies,4,2045,10,greenpeace,0.45
100,8,2,0,2,ban,14,2045,50,dp,0.23
100,8,3,0,2,tax,4,2045,50,dp,0.23
100,8,4,0,1,0,0,0,0,0,0
100,9,1,1,2,tax,9,2025,10,greenpeace,0.76
100,9,2,0,2,ban,4,2025,10,rp,0.76
100,9,3,0,2,ban,9,2055,50,ccc,0.98
100,9,4,0,1,0,0,0,0,0,0
100,10,1,1,2,subsidies,14,2055,5,ccc,0.98
100,10,2,0,2,ban,14,2055,50,rp,0.45
100,10,3,0,2,tax,14,2035,50,rp,0.45
100,10,4,0,1,0,0,0,0,0,0
100,11,1,1,2,ban,9,2055,2,rp,0.98
100,11,2,0,2,tax,19,2025,5,rp,0.45
100,11,3,0,2,subsidies,19,2045,10,ccc,0.01
100,11,4,0,1,0,0,0,0,0,0
100,12,1,2,2,tax,19,2035,50,rp,0.98
100,12,2,0,2,subsidies,4,2045,5,ccc,0.98
100,12,3,0,2,tax,14,2055,10,dp,0.76
100,12,4,0,1,0,0,0,0,0,0
100,13,1,1,2,subsidies,19,2035,50,greenpeace,0.98
100,13,2,0,2,subsidies,4,2035,10,greenpeace,0.45
100,13,3,0,2,ban,4,2035,2,rp,0.23
100,13,4,0,1,0,0,0,0,0,0
100,14,1,3,2,subsidies,9,2035,2,greenpeace,0.45
100,14,2,0,2,ban,14,2025,5,dp,0.45
100,14,3,0,2,tax,14,2035,50,dp,0.98
100,14,4,0,1,0,0,0,0,0,0
103,1,1,1,2,subsidies,19,2025,50,greenpeace,0.98
103,1,2,0,2,ban,9,2025,10,rp,0.98
103,1,3,0,2,ban,4,2055,50,ccc,0.01
103,1,4,0,1,0,0,0,0,0,0
103,2,1,1,2,ban,4,2025,5,greenpeace,0.01
103,2,2,0,2,tax,19,2025,50,ccc,0.98
103,2,3,0,2,subsidies,14,2035,10,dp,0.98
103,2,4,0,1,0,0,0,0,0,0
103,3,1,2,2,ban,9,2045,2,ccc,0.76
103,3,2,0,2,ban,4,2045,50,dp,0.01
103,3,3,0,2,subsidies,19,2055,2,greenpeace,0.76
103,3,4,0,1,0,0,0,0,0,0
103,4,1,1,2,ban,9,2045,5,dp,0.76
103,4,2,0,2,tax,9,2045,5,greenpeace,0.23
103,4,3,0,2,ban,19,2045,2,greenpeace,0.23
103,4,4,0,1,0,0,0,0,0,0
103,5,1,3,2,subsidies,4,2035,50,rp,0.01
103,5,2,0,2,tax,19,2055,50,dp,0.01
103,5,3,0,2,subsidies,9,2025,50,rp,0.98
103,5,4,0,1,0,0,0,0,0,0
103,6,1,1,2,subsidies,9,2025,10,dp,0.98
103,6,2,0,2,tax,4,2035,2,ccc,0.98
103,6,3,0,2,tax,4,2045,50,greenpeace,0.01
103,6,4,0,1,0,0,0,0,0,0
103,7,1,1,2,tax,4,2025,50,ccc,0.01
103,7,2,0,2,ban,4,2055,2,rp,0.45
103,7,3,0,2,subsidies,14,2035,2,ccc,0.23
103,7,4,0,1,0,0,0,0,0,0
103,8,1,1,2,ban,4,2035,5,ccc,0.23
103,8,2,0,2,tax,14,2035,10,ccc,0.98
103,8,3,0,2,ban,9,2055,10,rp,0.23
103,8,4,0,1,0,0,0,0,0,0
103,9,1,2,2,tax,14,2035,2,dp,0.23
103,9,2,0,2,subsidies,19,2045,2,greenpeace,0.76
103,9,3,0,2,tax,14,2035,2,ccc,0.01
103,9,4,0,1,0,0,0,0,0,0
103,10,1,2,2,ban,4,2055,50,greenpeace,0.45
103,10,2,0,2,ban,14,2025,10,ccc,0.76
103,10,3,0,2,tax,4,2045,2,greenpeace,0.76
103,10,4,0,1,0,0,0,0,0,0
103,11,1,1,2,subsidies,14,2045,10,rp,0.98
103,11,2,0,2,subsidies,14,2025,5,rp,0.23
103,11,3,0,2,tax,9,2045,50,ccc,0.98
103,11,4,0,1,0,0,0,0,0,0
103,12,1,2,2,tax,4,2035,2,rp,0.45
103,12,2,0,2,ban,4,2025,50,rp,0.23
103,12,3,0,2,ban,9,2045,50,greenpeace,0.45
103,12,4,0,1,0,0,0,0,0,0
103,13,1,2,2,subsidies,9,2035,10,greenpeace,0.23
103,13,2,0,2,ban,14,2035,10,greenpeace,0.98
103,13,3,0,2,ban,9,2045,2,dp,0.98
103,13,4,0,1,0,0,0,0,0,0
103,14,1,3,2,subsidies,9,2055,10,dp,0.01
103,14,2,0,2,ban,9,2055,10,rp,0.45
103,14,3,0,2,tax,19,2035,50,ccc,0.98
103,14,4,0,1,0,0,0,0,0,0
104,1,1,1,2,tax,9,2055,10,ccc,0.76
104,1,2,0,2,ban,19,2045,5,greenpeace,0.01
104,1,3,0,2,ban,4,2055,10,ccc,0.01
104,1,4,0,1,0,0,0,0,0,0
104,2,1,4,2,tax,19,2045,5,dp,0.76
104,2,2,0,2,tax,14,2045,2,greenpeace,0.98
104,2,3,0,2,ban,9,2045,2,greenpeace,0.98
104,2,4,0,1,0,0,0,0,0,0
104,3,1,3,2,subsidies,4,2045,10,greenpeace,0.45
104,3,2,0,2,tax,19,2045,50,dp,0.01
104,3,3,0,2,tax,9,2045,2,rp,0.98
104,3,4,0,1,0,0,0,0,0,0
104,4,1,3,2,ban,19,2055,5,rp,0.01
104,4,2,0,2,subsidies,19,2025,50,ccc,0.76
104,4,3,0,2,tax,9,2055,10,ccc,0.98
104,4,4,0,1,0,0,0,0,0,0
104,5,1,4,2,subsidies,14,2045,50,ccc,0.23
104,5,2,0,2,ban,14,2035,50,dp,0.76
104,5,3,0,2,ban,4,2035,5,dp,0.23
104,5,4,0,1,0,0,0,0,0,0
104,6,1,3,2,tax,4,2045,2,ccc,0.45
104,6,2,0,2,subsidies,9,2025,50,rp,0.45
104,6,3,0,2,tax,4,2035,5,rp,0.98
104,6,4,0,1,0,0,0,0,0,0
104,7,1,3,2,tax,19,2035,10,rp,0.98
104,7,2,0,2,tax,9,2025,50,ccc,0.23
104,7,3,0,2,ban,4,2035,50,rp,0.45
104,7,4,0,1,0,0,0,0,0,0
104,8,1,1,2,subsidies,9,2055,10,rp,0.23
104,8,2,0,2,ban,4,2055,5,dp,0.45
104,8,3,0,2,tax,14,2025,50,rp,0.01
104,8,4,0,1,0,0,0,0,0,0
104,9,1,4,2,tax,19,2055,5,ccc,0.23
104,9,2,0,2,tax,19,2055,10,ccc,0.01
104,9,3,0,2,tax,14,2035,10,greenpeace,0.01
104,9,4,0,1,0,0,0,0,0,0
104,10,1,1,2,subsidies,4,2035,10,ccc,0.76
104,10,2,0,2,ban,19,2035,2,ccc,0.98
104,10,3,0,2,subsidies,9,2025,2,dp,0.98
104,10,4,0,1,0,0,0,0,0,0
104,11,1,4,2,subsidies,14,2055,50,rp,0.01
104,11,2,0,2,tax,4,2035,5,greenpeace,0.23
104,11,3,0,2,subsidies,14,2055,2,dp,0.98
104,11,4,0,1,0,0,0,0,0,0
104,12,1,4,2,tax,19,2035,10,greenpeace,0.45
104,12,2,0,2,tax,19,2045,2,greenpeace,0.45
104,12,3,0,2,subsidies,14,2045,10,dp,0.45
104,12,4,0,1,0,0,0,0,0,0
104,13,1,3,2,ban,4,2055,50,rp,0.23
104,13,2,0,2,subsidies,9,2035,50,dp,0.01
104,13,3,0,2,ban,4,2045,50,ccc,0.76
104,13,4,0,1,0,0,0,0,0,0
104,14,1,4,2,ban,9,2025,10,dp,0.23
104,14,2,0,2,subsidies,9,2025,2,rp,0.23
104,14,3,0,2,subsidies,14,2045,50,ccc,0.98
104,14,4,0,1,0,0,0,0,0,0
105,1,1,1,2,tax,9,2045,2,rp,0.98
105,1,2,0,2,ban,14,2025,2,rp,0.45
105,1,3,0,2,subsidies,14,2045,10,ccc,0.01
105,1,4,0,1,0,0,0,0,0,0
105,2,1,3,2,subsidies,14,2025,10,rp,0.98
105,2,2,0,2,ban,9,2025,50,rp,0.23
105,2,3,0,2,ban,4,2035,5,rp,0.23
105,2,4,0,1,0,0,0,0,0,0
105,3,1,1,2,subsidies,4,2055,5,dp,0.01
105,3,2,0,2,tax,14,2045,5,dp,0.45
105,3,3,0,2,subsidies,19,2035,50,greenpeace,0.01
105,3,4,0,1,0,0,0,0,0,0
105,4,1,2,2,subsidies,19,2055,2,dp,0.01
105,4,2,0,2,subsidies,4,2045,10,rp,0.23
105,4,3,0,2,tax,9,2025,2,rp,0.23
105,4,4,0,1,0,0,0,0,0,0
105,5,1,1,2,subsidies,14,2035,2,ccc,0.98
105,5,2,0,2,ban,19,2055,5,ccc,0.45
105,5,3,0,2,ban,19,2055,50,rp,0.23
105,5,4,0,1,0,0,0,0,0,0
105,6,1,2,2,ban,19,2025,10,greenpeace,0.98
105,6,2,0,2,tax,4,2035,2,dp,0.98
105,6,3,0,2,ban,14,2035,10,rp,0.23
105,6,4,0,1,0,0,0,0,0,0
105,7,1,2,2,tax,19,2025,50,greenpeace,0.76
105,7,2,0,2,subsidies,4,2035,2,greenpeace,0.45
105,7,3,0,2,tax,14,2055,10,greenpeace,0.76
105,7,4,0,1,0,0,0,0,0,0
105,8,1,1,2,tax,14,2035,10,ccc,0.45
105,8,2,0,2,tax,14,2035,50,greenpeace,0.01
105,8,3,0,2,ban,14,2045,50,rp,0.98
105,8,4,0,1,0,0,0,0,0,0
105,9,1,1,2,subsidies,19,2045,50,ccc,0.45
105,9,2,0,2,ban,19,2025,50,rp,0.76
105,9,3,0,2,subsidies,19,2025,10,ccc,0.01
105,9,4,0,1,0,0,0,0,0,0
105,10,1,1,2,subsidies,19,2025,10,greenpeace,0.98
105,10,2,0,2,subsidies,14,2025,50,rp,0.76
105,10,3,0,2,ban,9,2025,10,dp,0.23
105,10,4,0,1,0,0,0,0,0,0
105,11,1,1,2,tax,9,2025,5,dp,0.23
105,11,2,0,2,ban,4,2045,50,dp,0.01
105,11,3,0,2,tax,9,2025,2,ccc,0.45
105,11,4,0,1,0,0,0,0,0,0
105,12,1,3,2,tax,9,2045,5,dp,0.01
105,12,2,0,2,subsidies,19,2045,50,greenpeace,0.01
105,12,3,0,2,subsidies,4,2055,5,rp,0.98
105,12,4,0,1,0,0,0,0,0,0
105,13,1,1,2,ban,4,2035,5,greenpeace,0.23
105,13,2,0,2,tax,14,2025,5,dp,0.76
105,13,3,0,2,tax,9,2035,10,dp,0.23
105,13,4,0,1,0,0,0,0,0,0
105,14,1,1,2,subsidies,4,2045,50,dp,0.98
105,14,2,0,2,tax,19,2055,2,greenpeace,0.76
105,14,3,0,2,tax,9,2035,10,greenpeace,0.23
105,14,4,0,1,0,0,0,0,0,0
106,1,1,3,2,tax,19,2045,2,ccc,0.76
106,1,2,0,2,subsidies,19,2035,5,rp,0.98
106,1,3,0,2,subsidies,9,2055,5,dp,0.98
106,1,4,0,1,0,0,0,0,0,0
106,2,1,4,2,ban,19,2025,2,rp,0.45
106,2,2,0,2,subsidies,19,2035,2,rp,0.01
106,2,3,0,2,ban,19,2055,2,dp,0.23
106,2,4,0,1,0,0,0,0,0,0
106,3,1,1,2,tax,9,2055,10,dp,0.76
106,3,2,0,2,tax,9,2025,2,rp,0.76
106,3,3,0,2,subsidies,4,2055,5,dp,0.23
106,3,4,0,1,0,0,0,0,0,0
106,4,1,3,2,tax,14,2035,5,ccc,0.45
106,4,2,0,2,ban,9,2055,10,dp,0.23
106,4,3,0,2,ban,4,2035,50,dp,0.76
106,4,4,0,1,0,0,0,0,0,0
106,5,1,1,2,tax,4,2055,5,ccc,0.45
106,5,2,0,2,tax,9,2025,5,rp,0.01
106,5,3,0,2,ban,4,2055,10,ccc,0.23
106,5,4,0,1,0,0,0,0,0,0
106,6,1,1,2,tax,4,2045,5,ccc,0.45
106,6,2,0,2,tax,14,2045,2,dp,0.76
106,6,3,0,2,subsidies,9,2035,10,ccc,0.45
106,6,4,0,1,0,0,0,0,0,0
106,7,1,1,2,subsidies,4,2045,2,greenpeace,0.76
106,7,2,0,2,subsidies,19,2045,2,rp,0.45
106,7,3,0,2,tax,19,2045,2,rp,0.23
106,7,4,0,1,0,0,0,0,0,0
106,8,1,1,2,tax,4,2055,5,dp,0.76
106,8,2,0,2,subsidies,4,2045,2,rp,0.76
106,8,3,0,2,subsidies,19,2055,10,greenpeace,0.23
106,8,4,0,1,0,0,0,0,0,0
106,9,1,1,2,subsidies,9,2055,50,dp,0.76
106,9,2,0,2,subsidies,19,2035,2,dp,0.23
106,9,3,0,2,tax,9,2035,50,ccc,0.76
106,9,4,0,1,0,0,0,0,0,0
106,10,1,3,2,tax,19,2045,2,greenpeace,0.23
106,10,2,0,2,ban,4,2045,5,rp,0.76
106,10,3,0,2,tax,4,2045,2,ccc,0.76
106,10,4,0,1,0,0,0,0,0,0
106,11,1,4,2,tax,14,2055,2,greenpeace,0.23
106,11,2,0,2,subsidies,9,2035,10,rp,0.45
106,11,3,0,2,subsidies,19,2035,5,rp,0.01
106,11,4,0,1,0,0,0,0,0,0
106,12,1,4,2,ban,19,2055,5,rp,0.45
106,12,2,0,2,tax,14,2025,2,rp,0.01
106,12,3,0,2,tax,4,2035,10,rp,0.23
106,12,4,0,1,0,0,0,0,0,0
106,13,1,4,2,ban,9,2035,10,rp,0.45
106,13,2,0,2,ban,14,2045,5,ccc,0.45
106,13,3,0,2,tax,9,2035,2,rp,0.23
106,13,4,0,1,0,0,0,0,0,0
106,14,1,3,2,tax,19,2035,10,greenpeace,0.23
106,14,2,0,2,tax,14,2025,2,ccc,0.76
106,14,3,0,2,tax,9,2025,50,dp,0.98
106,14,4,0,1,0,0,0,0,0,0
107,1,1,3,2,tax,9,2035,2,dp,0.01
107,1,2,0,2,tax,14,2055,2,rp,0.98
107,1,3,0,2,subsidies,9,2035,2,dp,0.45
107,1,4,0,1,0,0,0,0,0,0
107,2,1,2,2,subsidies,14,2035,5,greenpeace,0.23
107,2,2,0,2,tax,9,2025,2,greenpeace,0.45
107,2,3,0,2,tax,14,2045,10,rp,0.23
107,2,4,0,1,0,0,0,0,0,0
107,3,1,2,2,tax,14,2025,5,dp,0.76
107,3,2,0,2,tax,9,2045,5,greenpeace,0.45
107,3,3,0,2,ban,19,2045,10,dp,0.45
107,3,4,0,1,0,0,0,0,0,0
107,4,1,1,2,tax,9,2045,2,dp,0.98
107,4,2,0,2,ban,9,2035,5,ccc,0.23
107,4,3,0,2,tax,14,2055,10,dp,0.76
107,4,4,0,1,0,0,0,0,0,0
107,5,1,2,2,subsidies,19,2025,5,rp,0.98
107,5,2,0,2,subsidies,9,2035,2,dp,0.76
107,5,3,0,2,tax,19,2025,5,rp,0.98
107,5,4,0,1,0,0,0,0,0,0
107,6,1,2,2,tax,14,2045,10,dp,0.98
107,6,2,0,2,ban,4,2055,10,ccc,0.76
107,6,3,0,2,tax,9,2035,10,dp,0.23
107,6,4,0,1,0,0,0,0,0,0
107,7,1,1,2,subsidies,4,2055,2,greenpeace,0.76
107,7,2,0,2,ban,9,2055,50,rp,0.98
107,7,3,0,2,subsidies,4,2045,5,rp,0.45
107,7,4,0,1,0,0,0,0,0,0
107,8,1,4,2,ban,9,2035,50,rp,0.01
107,8,2,0,2,subsidies,14,2025,50,greenpeace,0.01
107,8,3,0,2,tax,19,2045,2,ccc,0.45
107,8,4,0,1,0,0,0,0,0,0
107,9,1,1,2,ban,4,2055,10,dp,0.01
107,9,2,0,2,ban,19,2035,10,ccc,0.98
107,9,3,0,2,ban,14,2055,50,dp,0.98
107,9,4,0,1,0,0,0,0,0,0
107,10,1,1,2,subsidies,4,2055,5,greenpeace,0.23
107,10,2,0,2,ban,19,2055,2,ccc,0.98
107,10,3,0,2,tax,19,2055,50,dp,0.98
107,10,4,0,1,0,0,0,0,0,0
107,11,1,1,2,subsidies,4,2055,50,dp,0.45
107,11,2,0,2,tax,9,2055,5,dp,0.23
107,11,3,0,2,tax,19,2055,10,rp,0.23
107,11,4,0,1,0,0,0,0,0,0
107,12,1,3,2,subsidies,4,2025,2,dp,0.01
107,12,2,0,2,tax,9,2035,5,rp,0.01
107,12,3,0,2,tax,9,2055,5,greenpeace,0.76
107,12,4,0,1,0,0,0,0,0,0
107,13,1,1,2,ban,19,2055,10,dp,0.98
107,13,2,0,2,ban,14,2025,10,rp,0.98
107,13,3,0,2,subsidies,4,2025,10,rp,0.45
107,13,4,0,1,0,0,0,0,0,0
107,14,1,3,2,tax,14,2045,50,ccc,0.98
107,14,2,0,2,subsidies,4,2035,2,dp,0.45
107,14,3,0,2,tax,4,2025,2,greenpeace,0.98
107,14,4,0,1,0,0,0,0,0,0
110,1,1,1,2,tax,4,2045,2,dp,0.98
110,1,2,0,2,tax,19,2035,2,greenpeace,0.01
110,1,3,0,2,tax,19,2035,2,dp,0.45
110,1,4,0,1,0,0,0,0,0,0
110,2,1,3,2,ban,19,2025,50,greenpeace,0.01
110,2,2,0,2,subsidies,9,2055,2,dp,0.23
110,2,3,0,2,ban,9,2045,5,greenpeace,0.98
110,2,4,0,1,0,0,0,0,0,0
110,3,1,3,2,tax,4,2055,5,greenpeace,0.45
110,3,2,0,2,tax,9,2045,2,dp,0.01
110,3,3,0,2,subsidies,4,2035,2,dp,0.45
110,3,4,0,1,0,0,0,0,0,0
110,4,1,2,2,subsidies,14,2055,50,ccc,0.23
110,4,2,0,2,subsidies,9,2045,50,dp,0.76
110,4,3,0,2,tax,9,2025,5,rp,0.98
110,4,4,0,1,0,0,0,0,0,0
110,5,1,1,2,subsidies,9,2025,5,rp,0.76
110,5,2,0,2,ban,9,2055,50,dp,0.23
110,5,3,0,2,tax,19,2025,50,dp,0.01
110,5,4,0,1,0,0,0,0,0,0
110,6,1,1,2,tax,19,2025,50,greenpeace,0.98
110,6,2,0,2,ban,9,2025,10,rp,0.76
110,6,3,0,2,tax,19,2025,10,greenpeace,0.01
110,6,4,0,1,0,0,0,0,0,0
110,7,1,2,2,ban,14,2045,5,rp,0.98
110,7,2,0,2,subsidies,4,2055,5,rp,0.76
110,7,3,0,2,ban,9,2055,10,dp,0.23
110,7,4,0,1,0,0,0,0,0,0
110,8,1,3,2,ban,19,2035,2,rp,0.98
110,8,2,0,2,subsidies,4,2025,2,ccc,0.01
110,8,3,0,2,subsidies,9,2045,5,dp,0.76
110,8,4,0,1,0,0,0,0,0,0
110,9,1,2,2,ban,19,2025,50,rp,0.76
110,9,2,0,2,subsidies,4,2025,10,dp,0.98
110,9,3,0,2,tax,4,2055,10,ccc,0.01
110,9,4,0,1,0,0,0,0,0,0
110,10,1,1,2,ban,9,2055,10,ccc,0.76
110,10,2,0,2,ban,4,2045,2,rp,0.76
110,10,3,0,2,subsidies,19,2025,5,dp,0.98
110,10,4,0,1,0,0,0,0,0,0
110,11,1,2,2,subsidies,9,2035,2,greenpeace,0.23
110,11,2,0,2,subsidies,9,2055,5,rp,0.76
110,11,3,0,2,ban,19,2045,5,rp,0.01
110,11,4,0,1,0,0,0,0,0,0
110,12,1,3,2,ban,9,2045,50,ccc,0.23
110,12,2,0,2,subsidies,9,2035,2,rp,0.76
110,12,3,0,2,ban,4,2045,2,ccc,0.98
110,12,4,0,1,0,0,0,0,0,0
110,13,1,2,2,ban,14,2035,50,rp,0.01
110,13,2,0,2,ban,14,2035,10,rp,0.76
110,13,3,0,2,tax,9,2045,10,dp,0.23
110,13,4,0,1,0,0,0,0,0,0
110,14,1,1,2,tax,9,2055,5,rp,0.76
110,14,2,0,2,tax,4,2055,50,ccc,0.01
110,14,3,0,2,tax,19,2035,50,ccc,0.98
110,14,4,0,1,0,0,0,0,0,0
111,1,1,3,2,subsidies,14,2045,5,rp,0.98
111,1,2,0,2,ban,14,2025,10,rp,0.01
111,1,3,0,2,subsidies,14,2055,10,dp,0.76
111,1,4,0,1,0,0,0,0,0,0
111,2,1,2,2,subsidies,9,2055,10,dp,0.23
111,2,2,0,2,ban,4,2055,10,dp,0.98
111,2,3,0,2,tax,4,2045,2,dp,0.23
111,2,4,0,1,0,0,0,0,0,0
111,3,1,1,2,subsidies,19,2055,50,dp,0.23
111,3,2,0,2,tax,19,2045,10,ccc,0.45
111,3,3,0,2,subsidies,14,2025,50,rp,0.01
111,3,4,0,1,0,0,0,0,0,0
111,4,1,2,2,subsidies,19,2035,50,dp,0.01
111,4,2,0,2,subsidies,9,2045,2,ccc,0.76
111,4,3,0,2,ban,14,2055,10,greenpeace,0.23
111,4,4,0,1,0,0,0,0,0,0
111,5,1,1,2,ban,4,2045,50,dp,0.01
111,5,2,0,2,ban,14,2035,50,ccc,0.23
111,5,3,0,2,subsidies,19,2035,50,greenpeace,0.76
111,5,4,0,1,0,0,0,0,0,0
111,6,1,2,2,tax,9,2035,50,dp,0.23
111,6,2,0,2,subsidies,4,2045,10,greenpeace,0.45
111,6,3,0,2,subsidies,9,2025,50,dp,0.45
111,6,4,0,1,0,0,0,0,0,0
111,7,1,2,2,ban,19,2035,5,ccc,0.01
