resp.id,ques,alt,choice,none,accessibility,authentication,customisation,video,adopters
69,10,4,0,1,0,0,0,0,0
69,11,1,3,2,mobile,two_factor,high,one_to_one,0.45
69,11,2,0,2,mobile,simple,medium,one_to_one,0.76
69,11,3,0,2,mobile,simple,medium,multi_person,0.76
69,11,4,0,1,0,0,0,0,0
69,12,1,2,2,web,two_factor,high,multi_person,0.01
69,12,2,0,2,web,multi_factor,high,multi_person,0.45
69,12,3,0,2,web,multi_factor,low,multi_person,0.01
69,12,4,0,1,0,0,0,0,0
69,13,1,3,2,web,multi_factor,low,one_to_one,0.01
69,13,2,0,2,web,simple,medium,one_to_one,0.23
69,13,3,0,2,web,two_factor,high,multi_person,0.98
69,13,4,0,1,0,0,0,0,0
69,14,1,2,2,web,simple,medium,one_to_one,0.45
69,14,2,0,2,web,multi_factor,medium,multi_person,0.76
69,14,3,0,2,web,simple,high,multi_person,0.23
69,14,4,0,1,0,0,0,0,0
70,1,1,2,2,mobile,two_factor,medium,one_to_one,0.23
70,1,2,0,2,web,two_factor,medium,one_to_one,0.98
70,1,3,0,2,mobile,two_factor,medium,one_to_one,0.98
70,1,4,0,1,0,0,0,0,0
70,2,1,3,2,mobile,multi_factor,low,one_to_one,0.23
70,2,2,0,2,mobile,multi_factor,high,one_to_one,0.01
70,2,3,0,2,web,two_factor,low,multi_person,0.45
70,2,4,0,1,0,0,0,0,0
70,3,1,2,2,web,multi_factor,high,one_to_one,0.01
70,3,2,0,2,web,multi_factor,high,one_to_one,0.98
70,3,3,0,2,mobile,two_factor,medium,multi_person,0.45
70,3,4,0,1,0,0,0,0,0
70,4,1,2,2,mobile,two_factor,low,one_to_one,0.76
70,4,2,0,2,web,simple,high,multi_person,0.98
70,4,3,0,2,mobile,two_factor,medium,one_to_one,0.45
70,4,4,0,1,0,0,0,0,0
70,5,1,3,2,web,simple,low,one_to_one,0.45
70,5,2,0,2,mobile,simple,high,multi_person,0.23
70,5,3,0,2,web,two_factor,medium,multi_person,0.76
70,5,4,0,1,0,0,0,0,0
70,6,1,1,2,mobile,simple,medium,multi_person,0.98
70,6,2,0,2,web,two_factor,low,one_to_one,0.23
70,6,3,0,2,web,two_factor,high,one_to_one,0.76
70,6,4,0,1,0,0,0,0,0
70,7,1,1,2,web,simple,medium,multi_person,0.76
70,7,2,0,2,mobile,two_factor,high,multi_person,0.76
70,7,3,0,2,mobile,multi_factor,high,multi_person,0.23
70,7,4,0,1,0,0,0,0,0
70,8,1,1,2,web,two_factor,high,one_to_one,0.76
70,8,2,0,2,web,simple,low,one_to_one,0.76
70,8,3,0,2,web,simple,low,one_to_one,0.01
70,8,4,0,1,0,0,0,0,0
70,9,1,1,2,mobile,multi_factor,high,one_to_one,0.76
70,9,2,0,2,web,simple,low,multi_person,0.01
70,9,3,0,2,mobile,multi_factor,medium,multi_person,0.23
70,9,4,0,1,0,0,0,0,0
70,10,1,3,2,mobile,multi_factor,low,one_to_one,0.76
70,10,2,0,2,web,simple,high,multi_person,0.45
70,10,3,0,2,mobile,multi_factor,high,multi_person,0.98
70,10,4,0,1,0,0,0,0,0
70,11,1,2,2,web,multi_factor,medium,one_to_one,0.76
70,11,2,0,2,web,two_factor,high,one_to_one,0.76
70,11,3,0,2,mobile,two_factor,high,multi_person,0.76
70,11,4,0,1,0,0,0,0,0
70,12,1,1,2,web,simple,high,one_to_one,0.98
70,12,2,0,2,mobile,multi_factor,low,multi_person,0.98
70,12,3,0,2,mobile,simple,low,one_to_one,0.76
70,12,4,0,1,0,0,0,0,0
70,13,1,3,2,mobile,two_factor,low,multi_person,0.01
70,13,2,0,2,mobile,simple,high,one_to_one,0.23
70,13,3,0,2,web,two_factor,high,one_to_one,0.76
70,13,4,0,1,0,0,0,0,0
70,14,1,1,2,mobile,multi_factor,medium,multi_person,0.98
70,14,2,0,2,web,simple,high,multi_person,0.76
70,14,3,0,2,mobile,multi_factor,low,one_to_one,0.45
70,14,4,0,1,0,0,0,0,0
71,1,1,2,2,mobile,simple,medium,multi_person,0.76
71,1,2,0,2,mobile,two_factor,low,one_to_one,0.98
71,1,3,0,2,mobile,multi_factor,medium,one_to_one,0.76
71,1,4,0,1,0,0,0,0,0
71,2,1,2,2,mobile,simple,medium,multi_person,0.76
71,2,2,0,2,mobile,simple,medium,multi_person,0.98
71,2,3,0,2,web,multi_factor,low,multi_person,0.76
71,2,4,0,1,0,0,0,0,0
71,3,1,3,2,mobile,multi_factor,high,one_to_one,0.01
71,3,2,0,2,mobile,simple,high,multi_person,0.45
71,3,3,0,2,web,simple,low,one_to_one,0.98
71,3,4,0,1,0,0,0,0,0
71,4,1,2,2,web,multi_factor,low,multi_person,0.45
71,4,2,0,2,web,simple,high,one_to_one,0.45
71,4,3,0,2,mobile,simple,high,one_to_one,0.45
71,4,4,0,1,0,0,0,0,0
71,5,1,3,2,web,multi_factor,high,multi_person,0.01
71,5,2,0,2,web,multi_factor,high,multi_person,0.23
71,5,3,0,2,mobile,multi_factor,high,one_to_one,0.98
71,5,4,0,1,0,0,0,0,0
71,6,1,3,2,mobile,two_factor,low,one_to_one,0.23
71,6,2,0,2,mobile,simple,high,one_to_one,0.76
71,6,3,0,2,web,multi_factor,medium,multi_person,0.98
71,6,4,0,1,0,0,0,0,0
71,7,1,3,2,mobile,simple,low,one_to_one,0.23
71,7,2,0,2,mobile,multi_factor,medium,multi_person,0.23
71,7,3,0,2,web,simple,low,one_to_one,0.98
71,7,4,0,1,0,0,0,0,0
71,8,1,2,2,mobile,multi_factor,high,one_to_one,0.45
71,8,2,0,2,web,simple,low,one_to_one,0.98
71,8,3,0,2,mobile,multi_factor,medium,multi_person,0.76
71,8,4,0,1,0,0,0,0,0
71,9,1,1,2,web,two_factor,medium,multi_person,0.76
71,9,2,0,2,mobile,two_factor,low,one_to_one,0.23
71,9,3,0,2,mobile,simple,high,multi_person,0.76
71,9,4,0,1,0,0,0,0,0
71,10,1,1,2,web,multi_factor,low,one_to_one,0.76
71,10,2,0,2,mobile,multi_factor,low,multi_person,0.23
71,10,3,0,2,web,two_factor,low,one_to_one,0.76
71,10,4,0,1,0,0,0,0,0
71,11,1,4,2,mobile,simple,high,one_to_one,0.01
71,11,2,0,2,web,two_factor,medium,one_to_one,0.01
71,11,3,0,2,web,multi_factor,medium,one_to_one,0.45
71,11,4,0,1,0,0,0,0,0
71,12,1,4,2,web,simple,low,one_to_one,0.23
71,12,2,0,2,mobile,simple,medium,one_to_one,0.23
71,12,3,0,2,mobile,two_factor,medium,multi_person,0.23
71,12,4,0,1,0,0,0,0,0
71,13,1,4,2,mobile,simple,medium,one_to_one,0.01
71,13,2,0,2,web,multi_factor,low,multi_person,0.01
71,13,3,0,2,mobile,simple,low,multi_person,0.45
71,13,4,0,1,0,0,0,0,0
71,14,1,2,2,mobile,multi_factor,low,multi_person,0.45
71,14,2,0,2,mobile,multi_factor,high,multi_person,0.98
71,14,3,0,2,mobile,multi_factor,low,one_to_one,0.98
71,14,4,0,1,0,0,0,0,0
72,1,1,1,2,mobile,two_factor,medium,multi_person,0.98
72,1,2,0,2,mobile,multi_factor,medium,multi_person,0.01
72,1,3,0,2,web,two_factor,low,multi_person,0.45
72,1,4,0,1,0,0,0,0,0
72,2,1,1,2,web,multi_factor,medium,multi_person,0.01
72,2,2,0,2,mobile,multi_factor,medium,one_to_one,0.23
72,2,3,0,2,mobile,two_factor,low,one_to_one,0.01
72,2,4,0,1,0,0,0,0,0
72,3,1,1,2,web,multi_factor,low,one_to_one,0.76
72,3,2,0,2,web,two_factor,medium,one_to_one,0.01
72,3,3,0,2,mobile,multi_factor,low,multi_person,0.01
72,3,4,0,1,0,0,0,0,0
72,4,1,2,2,mobile,multi_factor,low,multi_person,0.01
72,4,2,0,2,web,simple,low,one_to_one,0.76
72,4,3,0,2,web,simple,low,multi_person,0.23
72,4,4,0,1,0,0,0,0,0
72,5,1,2,2,mobile,multi_factor,low,one_to_one,0.23
72,5,2,0,2,mobile,simple,low,multi_person,0.76
72,5,3,0,2,web,two_factor,low,one_to_one,0.01
72,5,4,0,1,0,0,0,0,0
72,6,1,1,2,mobile,two_factor,medium,one_to_one,0.98
72,6,2,0,2,web,simple,medium,multi_person,0.98
72,6,3,0,2,mobile,two_factor,low,one_to_one,0.45
72,6,4,0,1,0,0,0,0,0
72,7,1,2,2,web,simple,medium,one_to_one,0.76
72,7,2,0,2,mobile,two_factor,medium,multi_person,0.98
72,7,3,0,2,web,two_factor,medium,multi_person,0.01
72,7,4,0,1,0,0,0,0,0
72,8,1,1,2,web,simple,high,multi_person,0.98
72,8,2,0,2,mobile,two_factor,high,multi_person,0.76
72,8,3,0,2,web,two_factor,high,one_to_one,0.98
72,8,4,0,1,0,0,0,0,0
72,9,1,3,2,web,simple,medium,one_to_one,0.23
72,9,2,0,2,web,simple,high,one_to_one,0.01
72,9,3,0,2,mobile,two_factor,low,one_to_one,0.98
72,9,4,0,1,0,0,0,0,0
72,10,1,2,2,mobile,multi_factor,medium,one_to_one,0.45
72,10,2,0,2,web,multi_factor,medium,multi_person,0.76
72,10,3,0,2,web,simple,high,one_to_one,0.23
72,10,4,0,1,0,0,0,0,0
72,11,1,2,2,mobile,simple,low,one_to_one,0.45
72,11,2,0,2,web,multi_factor,low,multi_person,0.98
72,11,3,0,2,mobile,simple,medium,one_to_one,0.76
72,11,4,0,1,0,0,0,0,0
72,12,1,1,2,web,simple,low,multi_person,0.45
72,12,2,0,2,mobile,multi_factor,high,multi_person,0.45
72,12,3,0,2,mobile,two_factor,medium,one_to_one,0.01
72,12,4,0,1,0,0,0,0,0
72,13,1,3,2,mobile,two_factor,low,one_to_one,0.01
72,13,2,0,2,web,simple,low,multi_person,0.23
72,13,3,0,2,mobile,multi_factor,medium,multi_person,0.98
72,13,4,0,1,0,0,0,0,0
72,14,1,1,2,web,two_factor,low,one_to_one,0.98
72,14,2,0,2,mobile,multi_factor,medium,one_to_one,0.98
72,14,3,0,2,mobile,simple,high,multi_person,0.76
72,14,4,0,1,0,0,0,0,0
73,1,1,1,2,web,two_factor,medium,multi_person,0.76
73,1,2,0,2,mobile,simple,low,one_to_one,0.76
73,1,3,0,2,mobile,simple,high,one_to_one,0.45
73,1,4,0,1,0,0,0,0,0
73,2,1,2,2,mobile,multi_factor,high,one_to_one,0.01
73,2,2,0,2,web,simple,low,one_to_one,0.76
73,2,3,0,2,mobile,two_factor,high,one_to_one,0.45
73,2,4,0,1,0,0,0,0,0
73,3,1,2,2,mobile,simple,high,one_to_one,0.01
73,3,2,0,2,web,multi_factor,high,multi_person,0.76
73,3,3,0,2,web,two_factor,high,multi_person,0.01
73,3,4,0,1,0,0,0,0,0
73,4,1,1,2,mobile,multi_factor,medium,multi_person,0.98
73,4,2,0,2,mobile,two_factor,high,one_to_one,0.23
73,4,3,0,2,web,simple,medium,one_to_one,0.45
73,4,4,0,1,0,0,0,0,0
73,5,1,2,2,web,multi_factor,high,multi_person,0.45
73,5,2,0,2,web,multi_factor,high,multi_person,0.76
73,5,3,0,2,web,two_factor,medium,multi_person,0.01
73,5,4,0,1,0,0,0,0,0
73,6,1,2,2,mobile,multi_factor,medium,one_to_one,0.23
73,6,2,0,2,web,simple,high,one_to_one,0.76
73,6,3,0,2,web,multi_factor,medium,one_to_one,0.01
73,6,4,0,1,0,0,0,0,0
73,7,1,2,2,mobile,two_factor,high,one_to_one,0.01
73,7,2,0,2,mobile,two_factor,low,multi_person,0.76
73,7,3,0,2,mobile,multi_factor,medium,multi_person,0.45
73,7,4,0,1,0,0,0,0,0
73,8,1,2,2,web,multi_factor,high,multi_person,0.45
73,8,2,0,2,web,two_factor,medium,multi_person,0.98
73,8,3,0,2,web,two_factor,low,one_to_one,0.01
73,8,4,0,1,0,0,0,0,0
73,9,1,1,2,web,multi_factor,high,one_to_one,0.98
73,9,2,0,2,mobile,simple,high,one_to_one,0.23
73,9,3,0,2,web,two_factor,low,multi_person,0.45
73,9,4,0,1,0,0,0,0,0
73,10,1,2,2,web,simple,medium,multi_person,0.76
73,10,2,0,2,mobile,multi_factor,medium,one_to_one,0.98
73,10,3,0,2,web,two_factor,medium,multi_person,0.01
73,10,4,0,1,0,0,0,0,0
73,11,1,1,2,web,multi_factor,low,multi_person,0.98
73,11,2,0,2,web,multi_factor,high,multi_person,0.76
73,11,3,0,2,web,multi_factor,low,one_to_one,0.23
73,11,4,0,1,0,0,0,0,0
73,12,1,4,2,mobile,simple,high,one_to_one,0.23
73,12,2,0,2,web,multi_factor,medium,one_to_one,0.01
73,12,3,0,2,web,multi_factor,medium,multi_person,0.01
73,12,4,0,1,0,0,0,0,0
73,13,1,3,2,mobile,two_factor,medium,multi_person,0.23
73,13,2,0,2,mobile,two_factor,low,one_to_one,0.23
73,13,3,0,2,mobile,simple,medium,one_to_one,0.45
73,13,4,0,1,0,0,0,0,0
73,14,1,3,2,mobile,simple,medium,one_to_one,0.45
73,14,2,0,2,mobile,simple,medium,one_to_one,0.01
73,14,3,0,2,web,multi_factor,high,one_to_one,0.76
73,14,4,0,1,0,0,0,0,0
74,1,1,1,2,mobile,two_factor,high,multi_person,0.98
74,1,2,0,2,mobile,simple,medium,multi_person,0.01
74,1,3,0,2,mobile,two_factor,low,multi_person,0.45
74,1,4,0,1,0,0,0,0,0
74,2,1,2,2,mobile,multi_factor,low,multi_person,0.23
74,2,2,0,2,mobile,multi_factor,low,multi_person,0.98
74,2,3,0,2,web,multi_factor,high,multi_person,0.45
74,2,4,0,1,0,0,0,0,0
74,3,1,2,2,mobile,simple,medium,multi_person,0.23
74,3,2,0,2,mobile,multi_factor,medium,one_to_one,0.98
74,3,3,0,2,mobile,two_factor,low,one_to_one,0.23
74,3,4,0,1,0,0,0,0,0
74,4,1,2,2,mobile,simple,low,one_to_one,0.76
74,4,2,0,2,web,simple,medium,one_to_one,0.98
74,4,3,0,2,mobile,simple,medium,multi_person,0.01
74,4,4,0,1,0,0,0,0,0
74,5,1,3,2,mobile,two_factor,high,one_to_one,0.23
74,5,2,0,2,mobile,multi_factor,low,multi_person,0.23
74,5,3,0,2,mobile,two_factor,medium,one_to_one,0.45
74,5,4,0,1,0,0,0,0,0
74,6,1,1,2,web,multi_factor,high,one_to_one,0.98
74,6,2,0,2,web,simple,high,one_to_one,0.45
74,6,3,0,2,mobile,multi_factor,high,one_to_one,0.76
74,6,4,0,1,0,0,0,0,0
74,7,1,3,2,mobile,simple,high,one_to_one,0.23
74,7,2,0,2,mobile,simple,high,multi_person,0.01
74,7,3,0,2,mobile,multi_factor,medium,one_to_one,0.45
74,7,4,0,1,0,0,0,0,0
74,8,1,2,2,web,simple,medium,multi_person,0.23
74,8,2,0,2,mobile,simple,high,multi_person,0.45
74,8,3,0,2,mobile,multi_factor,high,multi_person,0.01
74,8,4,0,1,0,0,0,0,0
74,9,1,3,2,web,simple,medium,multi_person,0.01
74,9,2,0,2,mobile,multi_factor,low,one_to_one,0.01
74,9,3,0,2,web,simple,low,multi_person,0.98
74,9,4,0,1,0,0,0,0,0
74,10,1,3,2,web,two_factor,medium,one_to_one,0.23
74,10,2,0,2,web,two_factor,low,one_to_one,0.01
74,10,3,0,2,mobile,simple,low,multi_person,0.76
74,10,4,0,1,0,0,0,0,0
74,11,1,2,2,mobile,multi_factor,low,one_to_one,0.76
74,11,2,0,2,web,two_factor,medium,one_to_one,0.98
74,11,3,0,2,web,multi_factor,medium,multi_person,0.23
74,11,4,0,1,0,0,0,0,0
74,12,1,1,2,mobile,multi_factor,medium,one_to_one,0.76
74,12,2,0,2,web,multi_factor,high,multi_person,0.23
74,12,3,0,2,web,two_factor,high,multi_person,0.45
74,12,4,0,1,0,0,0,0,0
74,13,1,3,2,web,two_factor,low,multi_person,0.45
74,13,2,0,2,web,multi_factor,medium,one_to_one,0.45
74,13,3,0,2,mobile,two_factor,low,multi_person,0.98
74,13,4,0,1,0,0,0,0,0
74,14,1,3,2,mobile,multi_factor,medium,one_to_one,0.23
74,14,2,0,2,web,simple,low,one_to_one,0.98
74,14,3,0,2,mobile,multi_factor,high,one_to_one,0.98
74,14,4,0,1,0,0,0,0,0
75,1,1,2,2,web,two_factor,low,one_to_one,0.01
75,1,2,0,2,web,two_factor,high,multi_person,0.98
75,1,3,0,2,mobile,multi_factor,high,multi_person,0.01
75,1,4,0,1,0,0,0,0,0
75,2,1,1,2,web,two_factor,medium,one_to_one,0.76
75,2,2,0,2,web,two_factor,high,one_to_one,0.23
75,2,3,0,2,web,simple,low,one_to_one,0.23
75,2,4,0,1,0,0,0,0,0
75,3,1,3,2,web,simple,low,one_to_one,0.23
75,3,2,0,2,web,two_factor,high,one_to_one,0.45
75,3,3,0,2,web,multi_factor,high,multi_person,0.76
75,3,4,0,1,0,0,0,0,0
75,4,1,2,2,mobile,simple,medium,one_to_one,0.45
75,4,2,0,2,web,two_factor,low,one_to_one,0.45
75,4,3,0,2,mobile,two_factor,high,one_to_one,0.45
75,4,4,0,1,0,0,0,0,0
75,5,1,1,2,web,two_factor,medium,multi_person,0.98
75,5,2,0,2,web,two_factor,low,multi_person,0.76
75,5,3,0,2,web,simple,medium,multi_person,0.01
75,5,4,0,1,0,0,0,0,0
75,6,1,1,2,mobile,multi_factor,medium,one_to_one,0.98
75,6,2,0,2,mobile,simple,medium,multi_person,0.45
75,6,3,0,2,mobile,two_factor,high,one_to_one,0.76
75,6,4,0,1,0,0,0,0,0
75,7,1,1,2,web,two_factor,high,one_to_one,0.98
75,7,2,0,2,web,simple,low,multi_person,0.98
75,7,3,0,2,mobile,simple,medium,multi_person,0.01
75,7,4,0,1,0,0,0,0,0
75,8,1,2,2,web,multi_factor,high,multi_person,0.23
75,8,2,0,2,mobile,two_factor,high,one_to_one,0.76
75,8,3,0,2,web,two_factor,medium,one_to_one,0.45
75,8,4,0,1,0,0,0,0,0
75,9,1,3,2,mobile,two_factor,high,multi_person,0.45
75,9,2,0,2,web,multi_factor,high,one_to_one,0.01
75,9,3,0,2,mobile,two_factor,high,multi_person,0.98
75,9,4,0,1,0,0,0,0,0
75,10,1,1,2,web,simple,high,one_to_one,0.76
75,10,2,0,2,web,multi_factor,low,multi_person,0.76
75,10,3,0,2,web,simple,medium,one_to_one,0.45
75,10,4,0,1,0,0,0,0,0
75,11,1,3,2,mobile,multi_factor,high,one_to_one,0.23
75,11,2,0,2,web,simple,high,one_to_one,0.01
75,11,3,0,2,mobile,multi_factor,medium,multi_person,0.98
75,11,4,0,1,0,0,0,0,0
75,12,1,1,2,mobile,two_factor,low,multi_person,0.98
75,12,2,0,2,mobile,two_factor,low,one_to_one,0.01
75,12,3,0,2,web,multi_factor,low,one_to_one,0.76
75,12,4,0,1,0,0,0,0,0
75,13,1,1,2,mobile,two_factor,low,multi_person,0.98
75,13,2,0,2,mobile,two_factor,high,multi_person,0.23
75,13,3,0,2,mobile,simple,high,one_to_one,0.76
75,13,4,0,1,0,0,0,0,0
75,14,1,4,2,mobile,simple,high,multi_person,0.23
75,14,2,0,2,web,simple,low,one_to_one,0.45
75,14,3,0,2,web,two_factor,low,multi_person,0.23
75,14,4,0,1,0,0,0,0,0
76,1,1,1,2,web,multi_factor,high,multi_person,0.76
76,1,2,0,2,mobile,multi_factor,low,multi_person,0.01
76,1,3,0,2,mobile,two_factor,low,one_to_one,0.01
76,1,4,0,1,0,0,0,0,0
76,2,1,3,2,mobile,two_factor,medium,one_to_one,0.23
76,2,2,0,2,mobile,multi_factor,low,multi_person,0.01
76,2,3,0,2,mobile,multi_factor,high,multi_person,0.23
76,2,4,0,1,0,0,0,0,0
76,3,1,2,2,mobile,multi_factor,low,multi_person,0.01
76,3,2,0,2,mobile,simple,low,one_to_one,0.98
76,3,3,0,2,mobile,simple,medium,multi_person,0.76
76,3,4,0,1,0,0,0,0,0
76,4,1,3,2,web,multi_factor,medium,one_to_one,0.23
76,4,2,0,2,mobile,two_factor,high,multi_person,0.23
76,4,3,0,2,web,two_factor,medium,one_to_one,0.76
76,4,4,0,1,0,0,0,0,0
76,5,1,1,2,web,multi_factor,medium,one_to_one,0.98
76,5,2,0,2,mobile,simple,high,multi_person,0.98
76,5,3,0,2,web,simple,low,one_to_one,0.45
76,5,4,0,1,0,0,0,0,0
76,6,1,1,2,mobile,multi_factor,high,multi_person,0.98
76,6,2,0,2,web,two_factor,high,multi_person,0.98
76,6,3,0,2,mobile,simple,medium,one_to_one,0.23
76,6,4,0,1,0,0,0,0,0
76,7,1,3,2,web,simple,medium,multi_person,0.45
76,7,2,0,2,web,multi_factor,low,one_to_one,0.76
76,7,3,0,2,mobile,multi_factor,medium,one_to_one,0.98
76,7,4,0,1,0,0,0,0,0
76,8,1,1,2,web,two_factor,high,multi_person,0.98
76,8,2,0,2,mobile,simple,medium,one_to_one,0.76
76,8,3,0,2,web,multi_factor,high,one_to_one,0.98
76,8,4,0,1,0,0,0,0,0
76,9,1,1,2,web,multi_factor,low,one_to_one,0.45
76,9,2,0,2,mobile,multi_factor,high,one_to_one,0.01
76,9,3,0,2,mobile,simple,medium,multi_person,0.01
76,9,4,0,1,0,0,0,0,0
76,10,1,1,2,mobile,two_factor,medium,multi_person,0.45
76,10,2,0,2,mobile,simple,low,multi_person,0.45
76,10,3,0,2,mobile,multi_factor,high,one_to_one,0.23
76,10,4,0,1,0,0,0,0,0
76,11,1,1,2,mobile,simple,low,multi_person,0.76
76,11,2,0,2,web,multi_factor,high,multi_person,0.23
76,11,3,0,2,web,two_factor,low,multi_person,0.23
76,11,4,0,1,0,0,0,0,0
76,12,1,1,2,mobile,multi_factor,high,multi_person,0.45
76,12,2,0,2,mobile,two_factor,high,multi_person,0.01
76,12,3,0,2,web,simple,medium,one_to_one,0.45
76,12,4,0,1,0,0,0,0,0
76,13,1,3,2,web,two_factor,high,multi_person,0.76
76,13,2,0,2,mobile,multi_factor,low,multi_person,0.23
76,13,3,0,2,web,simple,medium,multi_person,0.98
76,13,4,0,1,0,0,0,0,0
76,14,1,3,2,mobile,two_factor,low,one_to_one,0.45
76,14,2,0,2,mobile,multi_factor,low,one_to_one,0.01
76,14,3,0,2,web,two_factor,high,one_to_one,0.98
76,14,4,0,1,0,0,0,0,0
77,1,1,1,2,web,multi_factor,medium,one_to_one,0.76
77,1,2,0,2,web,two_factor,medium,one_to_one,0.76
77,1,3,0,2,mobile,multi_factor,low,multi_person,0.23
77,1,4,0,1,0,0,0,0,0
77,2,1,1,2,web,multi_factor,low,multi_person,0.76
77,2,2,0,2,web,two_factor,low,multi_person,0.45
77,2,3,0,2,mobile,simple,low,multi_person,0.23
77,2,4,0,1,0,0,0,0,0
77,3,1,2,2,web,multi_factor,medium,one_to_one,0.01
77,3,2,0,2,mobile,two_factor,high,one_to_one,0.98
77,3,3,0,2,web,two_factor,medium,one_to_one,0.23
77,3,4,0,1,0,0,0,0,0
77,4,1,4,2,mobile,simple,low,multi_person,0.01
77,4,2,0,2,web,simple,medium,one_to_one,0.01
77,4,3,0,2,mobile,multi_factor,high,multi_person,0.23
77,4,4,0,1,0,0,0,0,0
77,5,1,1,2,web,two_factor,high,multi_person,0.98
77,5,2,0,2,web,multi_factor,medium,one_to_one,0.98
77,5,3,0,2,web,simple,high,multi_person,0.23
77,5,4,0,1,0,0,0,0,0
77,6,1,2,2,mobile,multi_factor,high,multi_person,0.45
77,6,2,0,2,web,two_factor,medium,multi_person,0.45
77,6,3,0,2,mobile,multi_factor,high,one_to_one,0.45
77,6,4,0,1,0,0,0,0,0
77,7,1,3,2,web,simple,medium,multi_person,0.01
77,7,2,0,2,web,simple,medium,one_to_one,0.01
77,7,3,0,2,mobile,simple,medium,multi_person,0.76
77,7,4,0,1,0,0,0,0,0
77,8,1,1,2,web,two_factor,medium,multi_person,0.98
77,8,2,0,2,mobile,multi_factor,high,multi_person,0.76
77,8,3,0,2,mobile,multi_factor,high,multi_person,0.45
77,8,4,0,1,0,0,0,0,0
77,9,1,1,2,mobile,two_factor,medium,one_to_one,0.45
77,9,2,0,2,mobile,simple,medium,multi_person,0.01
77,9,3,0,2,web,two_factor,high,one_to_one,0.23
77,9,4,0,1,0,0,0,0,0
77,10,1,2,2,mobile,multi_factor,high,one_to_one,0.23
77,10,2,0,2,web,two_factor,medium,one_to_one,0.45
77,10,3,0,2,web,multi_factor,medium,one_to_one,0.45
77,10,4,0,1,0,0,0,0,0
77,11,1,1,2,web,two_factor,medium,one_to_one,0.23
77,11,2,0,2,mobile,simple,medium,multi_person,0.23
77,11,3,0,2,web,two_factor,medium,one_to_one,0.01
77,11,4,0,1,0,0,0,0,0
77,12,1,3,2,mobile,two_factor,medium,one_to_one,0.23
77,12,2,0,2,mobile,two_factor,medium,one_to_one,0.45
77,12,3,0,2,mobile,multi_factor,low,multi_person,0.98
77,12,4,0,1,0,0,0,0,0
77,13,1,3,2,web,multi_factor,medium,multi_person,0.01
77,13,2,0,2,web,two_factor,medium,one_to_one,0.45
77,13,3,0,2,mobile,multi_factor,medium,one_to_one,0.76
77,13,4,0,1,0,0,0,0,0
77,14,1,3,2,mobile,multi_factor,medium,multi_person,0.45
77,14,2,0,2,web,simple,low,one_to_one,0.98
77,14,3,0,2,web,multi_factor,high,multi_person,0.98
77,14,4,0,1,0,0,0,0,0
78,1,1,2,2,mobile,multi_factor,high,multi_person,0.01
78,1,2,0,2,web,simple,high,one_to_one,0.76
78,1,3,0,2,mobile,simple,high,one_to_one,0.23
78,1,4,0,1,0,0,0,0,0
78,2,1,2,2,mobile,multi_factor,low,one_to_one,0.01
78,2,2,0,2,web,multi_factor,medium,one_to_one,0.45
78,2,3,0,2,web,simple,high,one_to_one,0.23
78,2,4,0,1,0,0,0,0,0
78,3,1,1,2,mobile,simple,low,multi_person,0.76
78,3,2,0,2,mobile,simple,low,multi_person,0.23
78,3,3,0,2,web,simple,medium,one_to_one,0.01
78,3,4,0,1,0,0,0,0,0
78,4,1,2,2,web,two_factor,high,multi_person,0.01
78,4,2,0,2,web,multi_factor,medium,one_to_one,0.76
78,4,3,0,2,web,multi_factor,medium,multi_person,0.23
78,4,4,0,1,0,0,0,0,0
78,5,1,1,2,web,multi_factor,low,multi_person,0.45
78,5,2,0,2,web,simple,low,one_to_one,0.01
78,5,3,0,2,mobile,multi_factor,high,multi_person,0.01
78,5,4,0,1,0,0,0,0,0
78,6,1,2,2,mobile,multi_factor,low,multi_person,0.23
78,6,2,0,2,web,multi_factor,high,multi_person,0.23
78,6,3,0,2,web,simple,medium,one_to_one,0.23
78,6,4,0,1,0,0,0,0,0
78,7,1,1,2,mobile,two_factor,low,one_to_one,0.98
78,7,2,0,2,mobile,two_factor,medium,multi_person,0.01
78,7,3,0,2,mobile,simple,medium,one_to_one,0.23
78,7,4,0,1,0,0,0,0,0
78,8,1,3,2,web,multi_factor,low,one_to_one,0.45
78,8,2,0,2,mobile,two_factor,high,one_to_one,0.23
78,8,3,0,2,web,simple,medium,one_to_one,0.45
78,8,4,0,1,0,0,0,0,0
78,9,1,2,2,web,simple,medium,one_to_one,0.76
78,9,2,0,2,web,simple,medium,one_to_one,0.98
78,9,3,0,2,web,multi_factor,high,one_to_one,0.23
78,9,4,0,1,0,0,0,0,0
78,10,1,1,2,web,two_factor,low,multi_person,0.23
78,10,2,0,2,mobile,simple,high,multi_person,0.23
78,10,3,0,2,web,multi_factor,high,one_to_one,0.01
78,10,4,0,1,0,0,0,0,0
78,11,1,2,2,mobile,multi_factor,high,one_to_one,0.45
78,11,2,0,2,mobile,multi_factor,low,one_to_one,0.76
78,11,3,0,2,web,simple,medium,one_to_one,0.23
78,11,4,0,1,0,0,0,0,0
78,12,1,3,2,web,simple,medium,multi_person,0.23
78,12,2,0,2,web,multi_factor,medium,multi_person,0.23
78,12,3,0,2,web,simple,low,one_to_one,0.76
78,12,4,0,1,0,0,0,0,0
