resp.id,ques,alt,accessibility,authentication,customisation,video,adopters,none,choice
29,5,1,mobile,simple,low,multi_person,0.01,2,3
29,5,2,mobile,simple,high,one_to_one,0.23,2,0
29,5,3,web,multi_factor,low,one_to_one,0.98,2,0
29,5,4,0,0,0,0,0,1,0
29,6,1,mobile,multi_factor,low,multi_person,0.76,2,1
29,6,2,mobile,two_factor,medium,one_to_one,0.45,2,0
29,6,3,web,simple,medium,multi_person,0.23,2,0
29,6,4,0,0,0,0,0,1,0
29,7,1,mobile,simple,high,multi_person,0.45,2,3
29,7,2,web,two_factor,medium,multi_person,0.01,2,0
29,7,3,web,simple,low,one_to_one,0.98,2,0
29,7,4,0,0,0,0,0,1,0
29,8,1,web,multi_factor,high,one_to_one,0.23,2,3
29,8,2,web,multi_factor,medium,multi_person,0.23,2,0
29,8,3,web,two_factor,low,one_to_one,0.45,2,0
29,8,4,0,0,0,0,0,1,0
29,9,1,mobile,two_factor,high,one_to_one,0.98,2,1
29,9,2,web,simple,medium,multi_person,0.23,2,0
29,9,3,mobile,two_factor,high,one_to_one,0.76,2,0
29,9,4,0,0,0,0,0,1,0
29,10,1,web,two_factor,medium,one_to_one,0.01,2,2
29,10,2,mobile,simple,low,multi_person,0.23,2,0
29,10,3,mobile,multi_factor,high,one_to_one,0.01,2,0
29,10,4,0,0,0,0,0,1,0
29,11,1,web,multi_factor,low,multi_person,0.98,2,1
29,11,2,mobile,multi_factor,high,one_to_one,0.76,2,0
29,11,3,web,simple,high,multi_person,0.01,2,0
29,11,4,0,0,0,0,0,1,0
29,12,1,web,multi_factor,low,multi_person,0.45,2,2
29,12,2,mobile,two_factor,medium,multi_person,0.76,2,0
29,12,3,mobile,simple,high,one_to_one,0.45,2,0
29,12,4,0,0,0,0,0,1,0
29,13,1,mobile,multi_factor,high,multi_person,0.98,2,1
29,13,2,web,simple,high,multi_person,0.23,2,0
29,13,3,web,multi_factor,low,one_to_one,0.45,2,0
29,13,4,0,0,0,0,0,1,0
29,14,1,mobile,multi_factor,high,multi_person,0.98,2,1
29,14,2,web,simple,high,multi_person,0.23,2,0
29,14,3,web,multi_factor,low,one_to_one,0.45,2,0
29,14,4,0,0,0,0,0,1,0
31,1,1,mobile,multi_factor,medium,one_to_one,0.45,2,2
31,1,2,web,simple,medium,multi_person,0.98,2,0
31,1,3,web,multi_factor,low,one_to_one,0.01,2,0
31,1,4,0,0,0,0,0,1,0
31,2,1,mobile,two_factor,low,multi_person,0.45,2,1
31,2,2,web,simple,low,one_to_one,0.23,2,0
31,2,3,mobile,multi_factor,high,multi_person,0.01,2,0
31,2,4,0,0,0,0,0,1,0
31,3,1,web,multi_factor,low,one_to_one,0.98,2,1
31,3,2,mobile,two_factor,medium,multi_person,0.45,2,0
31,3,3,web,simple,high,multi_person,0.76,2,0
31,3,4,0,0,0,0,0,1,0
31,4,1,mobile,simple,high,one_to_one,0.23,2,3
31,4,2,mobile,two_factor,low,one_to_one,0.98,2,0
31,4,3,web,multi_factor,medium,multi_person,0.76,2,0
31,4,4,0,0,0,0,0,1,0
31,5,1,web,multi_factor,high,multi_person,0.01,2,2
31,5,2,web,simple,low,one_to_one,0.76,2,0
31,5,3,mobile,simple,medium,one_to_one,0.23,2,0
31,5,4,0,0,0,0,0,1,0
31,6,1,web,two_factor,medium,one_to_one,0.01,2,2
31,6,2,mobile,multi_factor,medium,one_to_one,0.98,2,0
31,6,3,mobile,multi_factor,medium,multi_person,0.76,2,0
31,6,4,0,0,0,0,0,1,0
31,7,1,web,multi_factor,high,multi_person,0.98,2,1
31,7,2,mobile,simple,high,multi_person,0.45,2,0
31,7,3,web,two_factor,low,multi_person,0.23,2,0
31,7,4,0,0,0,0,0,1,0
31,8,1,mobile,simple,low,multi_person,0.23,2,2
31,8,2,web,two_factor,high,one_to_one,0.23,2,0
31,8,3,mobile,two_factor,medium,one_to_one,0.01,2,0
31,8,4,0,0,0,0,0,1,0
31,9,1,web,simple,low,one_to_one,0.01,2,3
31,9,2,mobile,two_factor,low,multi_person,0.76,2,0
31,9,3,mobile,multi_factor,medium,one_to_one,0.98,2,0
31,9,4,0,0,0,0,0,1,0
31,10,1,web,two_factor,high,one_to_one,0.76,2,2
31,10,2,web,simple,high,multi_person,0.98,2,0
31,10,3,mobile,multi_factor,low,multi_person,0.76,2,0
31,10,4,0,0,0,0,0,1,0
31,11,1,mobile,simple,medium,one_to_one,0.98,2,3
31,11,2,web,multi_factor,medium,multi_person,0.23,2,0
31,11,3,web,two_factor,high,one_to_one,0.45,2,0
31,11,4,0,0,0,0,0,1,0
31,12,1,web,multi_factor,high,one_to_one,0.01,2,2
31,12,2,mobile,simple,low,multi_person,0.76,2,0
31,12,3,mobile,two_factor,medium,multi_person,0.45,2,0
31,12,4,0,0,0,0,0,1,0
31,13,1,web,multi_factor,low,one_to_one,0.45,2,3
31,13,2,web,simple,high,multi_person,0.23,2,0
31,13,3,mobile,multi_factor,high,multi_person,0.98,2,0
31,13,4,0,0,0,0,0,1,0
31,14,1,mobile,multi_factor,high,multi_person,0.98,2,1
31,14,2,web,multi_factor,low,one_to_one,0.45,2,0
31,14,3,web,simple,high,multi_person,0.23,2,0
31,14,4,0,0,0,0,0,1,0
32,1,1,mobile,multi_factor,high,multi_person,0.76,2,2
32,1,2,web,simple,low,one_to_one,0.98,2,0
32,1,3,mobile,two_factor,low,one_to_one,0.23,2,0
32,1,4,0,0,0,0,0,1,0
32,2,1,web,two_factor,medium,multi_person,0.01,2,2
32,2,2,mobile,multi_factor,high,multi_person,0.98,2,0
32,2,3,web,simple,low,one_to_one,0.23,2,0
32,2,4,0,0,0,0,0,1,0
32,3,1,mobile,simple,medium,one_to_one,0.98,2,1
32,3,2,mobile,simple,high,multi_person,0.01,2,0
32,3,3,web,two_factor,low,multi_person,0.45,2,0
32,3,4,0,0,0,0,0,1,0
32,4,1,web,two_factor,medium,multi_person,0.01,2,3
32,4,2,web,simple,high,one_to_one,0.23,2,0
32,4,3,mobile,multi_factor,high,one_to_one,0.45,2,0
32,4,4,0,0,0,0,0,1,0
32,5,1,mobile,multi_factor,low,one_to_one,0.45,2,3
32,5,2,web,multi_factor,medium,multi_person,0.45,2,0
32,5,3,web,simple,low,multi_person,0.76,2,0
32,5,4,0,0,0,0,0,1,0
32,6,1,mobile,two_factor,medium,one_to_one,0.76,2,3
32,6,2,mobile,two_factor,high,one_to_one,0.23,2,0
32,6,3,web,two_factor,low,multi_person,0.98,2,0
32,6,4,0,0,0,0,0,1,0
32,7,1,web,multi_factor,medium,one_to_one,0.98,2,1
32,7,2,web,multi_factor,low,one_to_one,0.45,2,0
32,7,3,mobile,two_factor,high,multi_person,0.01,2,0
32,7,4,0,0,0,0,0,1,0
32,8,1,mobile,multi_factor,high,one_to_one,0.76,2,1
32,8,2,mobile,simple,medium,one_to_one,0.01,2,0
32,8,3,web,simple,low,multi_person,0.76,2,0
32,8,4,0,0,0,0,0,1,0
32,9,1,web,simple,medium,multi_person,0.45,2,3
32,9,2,mobile,two_factor,low,multi_person,0.23,2,0
32,9,3,mobile,simple,high,multi_person,0.98,2,0
32,9,4,0,0,0,0,0,1,0
32,10,1,web,two_factor,high,one_to_one,0.45,2,1
32,10,2,mobile,multi_factor,low,multi_person,0.23,2,0
32,10,3,mobile,multi_factor,low,one_to_one,0.01,2,0
32,10,4,0,0,0,0,0,1,0
32,11,1,web,two_factor,high,one_to_one,0.98,2,1
32,11,2,web,simple,low,one_to_one,0.76,2,0
32,11,3,web,multi_factor,medium,multi_person,0.23,2,0
32,11,4,0,0,0,0,0,1,0
32,12,1,mobile,simple,medium,one_to_one,0.01,2,3
32,12,2,mobile,two_factor,high,multi_person,0.45,2,0
32,12,3,web,multi_factor,high,multi_person,0.98,2,0
32,12,4,0,0,0,0,0,1,0
32,13,1,web,simple,high,multi_person,0.23,2,3
32,13,2,web,multi_factor,low,one_to_one,0.45,2,0
32,13,3,mobile,multi_factor,high,multi_person,0.98,2,0
32,13,4,0,0,0,0,0,1,0
32,14,1,web,multi_factor,low,one_to_one,0.45,2,3
32,14,2,web,simple,high,multi_person,0.23,2,0
32,14,3,mobile,multi_factor,high,multi_person,0.98,2,0
32,14,4,0,0,0,0,0,1,0
33,1,1,web,simple,medium,one_to_one,0.76,2,1
33,1,2,mobile,two_factor,medium,multi_person,0.23,2,0
33,1,3,mobile,multi_factor,medium,multi_person,0.01,2,0
33,1,4,0,0,0,0,0,1,0
33,2,1,web,two_factor,low,one_to_one,0.76,2,1
33,2,2,web,simple,high,multi_person,0.45,2,0
33,2,3,mobile,multi_factor,low,one_to_one,0.23,2,0
33,2,4,0,0,0,0,0,1,0
33,3,1,mobile,simple,low,multi_person,0.23,2,2
33,3,2,mobile,multi_factor,high,multi_person,0.76,2,0
33,3,3,web,two_factor,low,one_to_one,0.01,2,0
33,3,4,0,0,0,0,0,1,0
33,4,1,web,simple,medium,one_to_one,0.01,2,3
33,4,2,mobile,multi_factor,medium,one_to_one,0.98,2,0
33,4,3,web,two_factor,medium,multi_person,0.98,2,0
33,4,4,0,0,0,0,0,1,0
33,5,1,mobile,multi_factor,low,multi_person,0.98,2,1
33,5,2,mobile,two_factor,high,one_to_one,0.45,2,0
33,5,3,web,simple,high,one_to_one,0.23,2,0
33,5,4,0,0,0,0,0,1,0
33,6,1,web,multi_factor,low,one_to_one,0.01,2,3
33,6,2,web,multi_factor,medium,multi_person,0.23,2,0
33,6,3,mobile,two_factor,high,multi_person,0.76,2,0
33,6,4,0,0,0,0,0,1,0
33,7,1,web,multi_factor,medium,multi_person,0.01,2,3
33,7,2,mobile,simple,low,multi_person,0.45,2,0
33,7,3,web,two_factor,high,one_to_one,0.98,2,0
33,7,4,0,0,0,0,0,1,0
33,8,1,mobile,simple,medium,one_to_one,0.01,2,3
33,8,2,web,two_factor,low,multi_person,0.45,2,0
33,8,3,mobile,simple,high,multi_person,0.76,2,0
33,8,4,0,0,0,0,0,1,0
33,9,1,mobile,two_factor,medium,one_to_one,0.45,2,2
33,9,2,web,multi_factor,high,one_to_one,0.98,2,0
33,9,3,mobile,simple,low,one_to_one,0.98,2,0
33,9,4,0,0,0,0,0,1,0
33,10,1,web,simple,medium,one_to_one,0.76,2,1
33,10,2,mobile,multi_factor,low,one_to_one,0.23,2,0
33,10,3,web,two_factor,high,multi_person,0.01,2,0
33,10,4,0,0,0,0,0,1,0
33,11,1,web,multi_factor,high,multi_person,0.76,2,1
33,11,2,mobile,two_factor,low,multi_person,0.01,2,0
33,11,3,mobile,simple,high,one_to_one,0.23,2,0
33,11,4,0,0,0,0,0,1,0
33,12,1,web,simple,medium,multi_person,0.76,2,2
33,12,2,mobile,two_factor,medium,multi_person,0.98,2,0
33,12,3,web,multi_factor,high,one_to_one,0.45,2,0
33,12,4,0,0,0,0,0,1,0
33,13,1,web,multi_factor,low,one_to_one,0.45,2,2
33,13,2,mobile,multi_factor,high,multi_person,0.98,2,0
33,13,3,web,simple,high,multi_person,0.23,2,0
33,13,4,0,0,0,0,0,1,0
33,14,1,web,multi_factor,low,one_to_one,0.45,2,1
33,14,2,web,simple,high,multi_person,0.23,2,0
33,14,3,mobile,multi_factor,high,multi_person,0.98,2,0
33,14,4,0,0,0,0,0,1,0
35,1,1,mobile,two_factor,low,multi_person,0.01,2,3
35,1,2,web,simple,high,one_to_one,0.01,2,0
35,1,3,mobile,two_factor,medium,one_to_one,0.23,2,0
35,1,4,0,0,0,0,0,1,0
35,2,1,web,multi_factor,medium,one_to_one,0.23,2,2
35,2,2,mobile,simple,high,multi_person,0.98,2,0
35,2,3,web,two_factor,low,one_to_one,0.01,2,0
35,2,4,0,0,0,0,0,1,0
35,3,1,web,two_factor,high,multi_person,0.76,2,3
35,3,2,mobile,simple,low,multi_person,0.98,2,0
35,3,3,web,multi_factor,medium,multi_person,0.98,2,0
35,3,4,0,0,0,0,0,1,0
35,4,1,mobile,two_factor,medium,one_to_one,0.76,2,1
35,4,2,web,simple,high,one_to_one,0.45,2,0
35,4,3,mobile,multi_factor,low,one_to_one,0.45,2,0
35,4,4,0,0,0,0,0,1,0
35,5,1,web,two_factor,high,multi_person,0.76,2,2
35,5,2,mobile,simple,low,multi_person,0.98,2,0
35,5,3,mobile,multi_factor,medium,multi_person,0.23,2,0
35,5,4,0,0,0,0,0,1,0
35,6,1,mobile,two_factor,high,multi_person,0.01,2,2
35,6,2,web,simple,low,one_to_one,0.98,2,0
35,6,3,mobile,two_factor,medium,one_to_one,0.01,2,0
35,6,4,0,0,0,0,0,1,0
35,7,1,web,simple,high,multi_person,0.45,2,2
35,7,2,web,multi_factor,low,one_to_one,0.76,2,0
35,7,3,mobile,simple,medium,one_to_one,0.23,2,0
35,7,4,0,0,0,0,0,1,0
35,8,1,web,two_factor,high,multi_person,0.23,2,3
35,8,2,mobile,multi_factor,low,multi_person,0.45,2,0
35,8,3,web,multi_factor,medium,one_to_one,0.45,2,0
35,8,4,0,0,0,0,0,1,0
35,9,1,mobile,two_factor,low,one_to_one,0.76,2,1
35,9,2,mobile,simple,high,one_to_one,0.01,2,0
35,9,3,web,multi_factor,medium,multi_person,0.23,2,0
35,9,4,0,0,0,0,0,1,0
35,10,1,web,simple,low,multi_person,0.98,2,1
35,10,2,web,multi_factor,medium,multi_person,0.01,2,0
35,10,3,mobile,two_factor,low,one_to_one,0.98,2,0
35,10,4,0,0,0,0,0,1,0
35,11,1,mobile,two_factor,low,multi_person,0.76,2,3
35,11,2,mobile,multi_factor,medium,multi_person,0.45,2,0
35,11,3,web,simple,high,one_to_one,0.98,2,0
35,11,4,0,0,0,0,0,1,0
35,12,1,web,simple,high,multi_person,0.23,2,3
35,12,2,web,multi_factor,low,one_to_one,0.01,2,0
35,12,3,mobile,simple,medium,multi_person,0.76,2,0
35,12,4,0,0,0,0,0,1,0
35,13,1,web,simple,high,multi_person,0.23,2,2
35,13,2,mobile,multi_factor,high,multi_person,0.98,2,0
35,13,3,web,multi_factor,low,one_to_one,0.45,2,0
35,13,4,0,0,0,0,0,1,0
35,14,1,web,multi_factor,low,one_to_one,0.45,2,2
35,14,2,mobile,multi_factor,high,multi_person,0.98,2,0
35,14,3,web,simple,high,multi_person,0.23,2,0
35,14,4,0,0,0,0,0,1,0
36,1,1,web,two_factor,high,one_to_one,0.01,2,2
36,1,2,mobile,multi_factor,high,one_to_one,0.76,2,0
36,1,3,mobile,two_factor,low,one_to_one,0.45,2,0
36,1,4,0,0,0,0,0,1,0
36,2,1,web,simple,medium,multi_person,0.76,2,2
36,2,2,mobile,multi_factor,high,multi_person,0.45,2,0
36,2,3,mobile,multi_factor,high,one_to_one,0.23,2,0
36,2,4,0,0,0,0,0,1,0
36,3,1,web,two_factor,medium,multi_person,0.98,2,1
36,3,2,mobile,simple,low,multi_person,0.23,2,0
36,3,3,web,simple,medium,multi_person,0.45,2,0
36,3,4,0,0,0,0,0,1,0
36,4,1,mobile,two_factor,medium,one_to_one,0.98,2,2
36,4,2,mobile,two_factor,high,one_to_one,0.98,2,0
36,4,3,web,simple,low,one_to_one,0.76,2,0
36,4,4,0,0,0,0,0,1,0
36,5,1,mobile,multi_factor,medium,multi_person,0.01,2,2
36,5,2,web,two_factor,low,multi_person,0.23,2,0
36,5,3,web,multi_factor,high,one_to_one,0.01,2,0
36,5,4,0,0,0,0,0,1,0
36,6,1,web,multi_factor,low,multi_person,0.23,2,3
36,6,2,web,simple,medium,one_to_one,0.45,2,0
36,6,3,web,two_factor,high,one_to_one,0.76,2,0
36,6,4,0,0,0,0,0,1,0
36,7,1,mobile,simple,medium,one_to_one,0.45,2,3
36,7,2,web,multi_factor,high,one_to_one,0.23,2,0
36,7,3,mobile,two_factor,low,multi_person,0.98,2,0
36,7,4,0,0,0,0,0,1,0
36,8,1,mobile,simple,medium,one_to_one,0.76,2,2
36,8,2,mobile,two_factor,high,multi_person,0.76,2,0
36,8,3,web,simple,high,multi_person,0.01,2,0
36,8,4,0,0,0,0,0,1,0
36,9,1,web,multi_factor,low,multi_person,0.98,2,1
36,9,2,mobile,multi_factor,low,one_to_one,0.23,2,0
36,9,3,web,two_factor,medium,multi_person,0.23,2,0
36,9,4,0,0,0,0,0,1,0
36,10,1,mobile,multi_factor,high,multi_person,0.45,2,1
36,10,2,mobile,simple,low,one_to_one,0.01,2,0
36,10,3,web,two_factor,medium,one_to_one,0.45,2,0
36,10,4,0,0,0,0,0,1,0
36,11,1,web,multi_factor,low,one_to_one,0.01,2,2
36,11,2,web,simple,high,multi_person,0.98,2,0
36,11,3,mobile,two_factor,medium,multi_person,0.76,2,0
36,11,4,0,0,0,0,0,1,0
36,12,1,web,multi_factor,medium,multi_person,0.01,2,3
36,12,2,web,simple,high,multi_person,0.45,2,0
36,12,3,mobile,two_factor,low,one_to_one,0.98,2,0
36,12,4,0,0,0,0,0,1,0
36,13,1,web,multi_factor,low,one_to_one,0.45,2,3
36,13,2,web,simple,high,multi_person,0.23,2,0
36,13,3,mobile,multi_factor,high,multi_person,0.98,2,0
36,13,4,0,0,0,0,0,1,0
36,14,1,web,simple,high,multi_person,0.23,2,2
36,14,2,mobile,multi_factor,high,multi_person,0.98,2,0
36,14,3,web,multi_factor,low,one_to_one,0.45,2,0
36,14,4,0,0,0,0,0,1,0
37,1,1,web,two_factor,low,multi_person,0.76,2,1
37,1,2,mobile,multi_factor,medium,one_to_one,0.01,2,0
37,1,3,mobile,simple,high,one_to_one,0.23,2,0
37,1,4,0,0,0,0,0,1,0
37,2,1,mobile,two_factor,medium,one_to_one,0.98,2,1
37,2,2,mobile,simple,low,multi_person,0.23,2,0
37,2,3,web,multi_factor,low,one_to_one,0.76,2,0
37,2,4,0,0,0,0,0,1,0
37,3,1,web,multi_factor,medium,one_to_one,0.23,2,3
37,3,2,mobile,simple,high,multi_person,0.45,2,0
37,3,3,web,two_factor,low,one_to_one,0.98,2,0
37,3,4,0,0,0,0,0,1,0
37,4,1,mobile,two_factor,medium,multi_person,0.45,2,2
37,4,2,web,multi_factor,high,multi_person,0.98,2,0
37,4,3,mobile,simple,high,one_to_one,0.01,2,0
37,4,4,0,0,0,0,0,1,0
37,5,1,mobile,two_factor,low,one_to_one,0.01,2,3
37,5,2,web,multi_factor,high,multi_person,0.01,2,0
37,5,3,mobile,simple,medium,one_to_one,0.76,2,0
37,5,4,0,0,0,0,0,1,0
37,6,1,web,multi_factor,medium,one_to_one,0.76,2,3
37,6,2,mobile,multi_factor,low,multi_person,0.01,2,0
37,6,3,web,simple,high,multi_person,0.98,2,0
37,6,4,0,0,0,0,0,1,0
37,7,1,web,multi_factor,high,one_to_one,0.98,2,1
37,7,2,mobile,simple,medium,one_to_one,0.23,2,0
37,7,3,web,simple,low,multi_person,0.45,2,0
37,7,4,0,0,0,0,0,1,0
37,8,1,mobile,two_factor,low,multi_person,0.23,2,2
37,8,2,web,two_factor,medium,one_to_one,0.45,2,0
37,8,3,mobile,multi_factor,low,multi_person,0.45,2,0
37,8,4,0,0,0,0,0,1,0
37,9,1,web,two_factor,high,one_to_one,0.76,2,1
37,9,2,mobile,two_factor,medium,multi_person,0.01,2,0
37,9,3,web,simple,medium,multi_person,0.23,2,0
37,9,4,0,0,0,0,0,1,0
37,10,1,mobile,multi_factor,medium,one_to_one,0.98,2,1
37,10,2,mobile,two_factor,high,one_to_one,0.98,2,0
37,10,3,web,multi_factor,low,multi_person,0.76,2,0
37,10,4,0,0,0,0,0,1,0
37,11,1,mobile,two_factor,high,multi_person,0.01,2,3
37,11,2,web,multi_factor,low,one_to_one,0.01,2,0
37,11,3,mobile,simple,high,multi_person,0.45,2,0
37,11,4,0,0,0,0,0,1,0
37,12,1,mobile,multi_factor,low,one_to_one,0.45,2,3
37,12,2,web,simple,medium,one_to_one,0.76,2,0
37,12,3,web,two_factor,high,multi_person,0.76,2,0
37,12,4,0,0,0,0,0,1,0
37,13,1,web,simple,high,multi_person,0.23,2,3
37,13,2,web,multi_factor,low,one_to_one,0.45,2,0
37,13,3,mobile,multi_factor,high,multi_person,0.98,2,0
37,13,4,0,0,0,0,0,1,0
37,14,1,web,simple,high,multi_person,0.23,2,3
37,14,2,web,multi_factor,low,one_to_one,0.45,2,0
37,14,3,mobile,multi_factor,high,multi_person,0.98,2,0
37,14,4,0,0,0,0,0,1,0
38,1,1,mobile,simple,medium,one_to_one,0.23,2,2
38,1,2,web,multi_factor,low,multi_person,0.98,2,0
38,1,3,web,two_factor,low,multi_person,0.45,2,0
38,1,4,0,0,0,0,0,1,0
38,2,1,mobile,simple,medium,multi_person,0.23,2,3
38,2,2,web,simple,high,one_to_one,0.98,2,0
38,2,3,mobile,multi_factor,high,multi_person,0.76,2,0
38,2,4,0,0,0,0,0,1,0
38,3,1,mobile,multi_factor,low,one_to_one,0.45,2,3
38,3,2,web,two_factor,medium,one_to_one,0.23,2,0
38,3,3,web,simple,high,multi_person,0.76,2,0
38,3,4,0,0,0,0,0,1,0
38,4,1,mobile,two_factor,high,multi_person,0.23,2,2
38,4,2,web,two_factor,high,one_to_one,0.45,2,0
38,4,3,mobile,simple,low,one_to_one,0.01,2,0
38,4,4,0,0,0,0,0,1,0
38,5,1,web,two_factor,medium,multi_person,0.01,2,2
38,5,2,web,simple,medium,multi_person,0.98,2,0
38,5,3,mobile,multi_factor,low,one_to_one,0.01,2,0
38,5,4,0,0,0,0,0,1,0
38,6,1,web,multi_factor,medium,multi_person,0.23,2,2
38,6,2,mobile,multi_factor,high,multi_person,0.45,2,0
38,6,3,mobile,simple,low,one_to_one,0.76,2,0
38,6,4,0,0,0,0,0,1,0
38,7,1,web,simple,medium,one_to_one,0.76,2,3
38,7,2,web,two_factor,low,one_to_one,0.45,2,0
38,7,3,mobile,multi_factor,high,one_to_one,0.98,2,0
38,7,4,0,0,0,0,0,1,0
38,8,1,mobile,simple,medium,multi_person,0.76,2,2
38,8,2,mobile,two_factor,high,one_to_one,0.98,2,0
38,8,3,web,two_factor,low,one_to_one,0.23,2,0
38,8,4,0,0,0,0,0,1,0
38,9,1,mobile,simple,low,one_to_one,0.01,2,3
38,9,2,mobile,multi_factor,medium,multi_person,0.23,2,0
38,9,3,web,simple,low,multi_person,0.45,2,0
38,9,4,0,0,0,0,0,1,0
38,10,1,mobile,two_factor,high,multi_person,0.01,2,2
38,10,2,web,multi_factor,high,multi_person,0.76,2,0
38,10,3,web,two_factor,medium,one_to_one,0.01,2,0
38,10,4,0,0,0,0,0,1,0
38,11,1,mobile,multi_factor,high,one_to_one,0.23,2,2
38,11,2,web,multi_factor,medium,one_to_one,0.98,2,0
38,11,3,web,two_factor,low,multi_person,0.45,2,0
38,11,4,0,0,0,0,0,1,0
38,12,1,web,simple,high,multi_person,0.98,2,1
38,12,2,mobile,multi_factor,medium,multi_person,0.76,2,0
38,12,3,mobile,simple,low,one_to_one,0.23,2,0
38,12,4,0,0,0,0,0,1,0
38,13,1,mobile,multi_factor,high,multi_person,0.98,2,1
38,13,2,web,multi_factor,low,one_to_one,0.45,2,0
38,13,3,web,simple,high,multi_person,0.23,2,0
38,13,4,0,0,0,0,0,1,0
38,14,1,mobile,multi_factor,high,multi_person,0.98,2,1
38,14,2,web,simple,high,multi_person,0.23,2,0
38,14,3,web,multi_factor,low,one_to_one,0.45,2,0
38,14,4,0,0,0,0,0,1,0
39,1,1,mobile,two_factor,medium,multi_person,0.98,2,1
39,1,2,web,two_factor,high,one_to_one,0.45,2,0
39,1,3,web,simple,low,one_to_one,0.76,2,0
39,1,4,0,0,0,0,0,1,0
39,2,1,web,simple,medium,one_to_one,0.23,2,3
39,2,2,mobile,two_factor,medium,multi_person,0.01,2,0
39,2,3,mobile,multi_factor,low,multi_person,0.45,2,0
39,2,4,0,0,0,0,0,1,0
39,3,1,mobile,simple,high,multi_person,0.98,2,1
39,3,2,web,two_factor,high,multi_person,0.01,2,0
39,3,3,web,two_factor,low,one_to_one,0.23,2,0
39,3,4,0,0,0,0,0,1,0
39,4,1,web,simple,medium,multi_person,0.23,2,3
39,4,2,mobile,two_factor,high,one_to_one,0.76,2,0
39,4,3,mobile,multi_factor,low,one_to_one,0.98,2,0
39,4,4,0,0,0,0,0,1,0
39,5,1,web,multi_factor,medium,multi_person,0.76,2,3
39,5,2,mobile,simple,medium,multi_person,0.01,2,0
39,5,3,mobile,two_factor,high,one_to_one,0.98,2,0
39,5,4,0,0,0,0,0,1,0
39,6,1,web,multi_factor,low,one_to_one,0.45,2,2
39,6,2,mobile,simple,high,one_to_one,0.76,2,0
39,6,3,web,multi_factor,high,multi_person,0.01,2,0
39,6,4,0,0,0,0,0,1,0
39,7,1,mobile,two_factor,low,multi_person,0.76,2,3
39,7,2,mobile,multi_factor,low,multi_person,0.45,2,0
39,7,3,web,simple,high,one_to_one,0.98,2,0
39,7,4,0,0,0,0,0,1,0
39,8,1,mobile,multi_factor,medium,multi_person,0.23,2,1
39,8,2,web,simple,low,multi_person,0.23,2,0
39,8,3,web,multi_factor,high,one_to_one,0.01,2,0
39,8,4,0,0,0,0,0,1,0
39,9,1,web,multi_factor,low,multi_person,0.98,2,1
39,9,2,web,two_factor,medium,one_to_one,0.01,2,0
39,9,3,mobile,simple,medium,one_to_one,0.45,2,0
39,9,4,0,0,0,0,0,1,0
39,10,1,mobile,two_factor,high,multi_person,0.45,2,3
39,10,2,mobile,simple,low,one_to_one,0.76,2,0
39,10,3,mobile,multi_factor,medium,one_to_one,0.98,2,0
39,10,4,0,0,0,0,0,1,0
39,11,1,mobile,simple,high,multi_person,0.01,2,3
39,11,2,web,two_factor,low,one_to_one,0.23,2,0
39,11,3,web,two_factor,medium,multi_person,0.45,2,0
39,11,4,0,0,0,0,0,1,0
39,12,1,mobile,two_factor,medium,one_to_one,0.23,2,2
39,12,2,web,simple,medium,one_to_one,0.98,2,0
39,12,3,web,two_factor,low,multi_person,0.01,2,0
39,12,4,0,0,0,0,0,1,0
39,13,1,mobile,multi_factor,high,multi_person,0.98,2,1
39,13,2,web,simple,high,multi_person,0.23,2,0
39,13,3,web,multi_factor,low,one_to_one,0.45,2,0
39,13,4,0,0,0,0,0,1,0
39,14,1,web,simple,high,multi_person,0.23,2,2
39,14,2,mobile,multi_factor,high,multi_person,0.98,2,0
39,14,3,web,multi_factor,low,one_to_one,0.45,2,0
39,14,4,0,0,0,0,0,1,0
41,1,1,web,multi_factor,low,one_to_one,0.76,2,1
41,1,2,mobile,simple,medium,one_to_one,0.01,2,0
41,1,3,mobile,simple,low,multi_person,0.23,2,0
41,1,4,0,0,0,0,0,1,0
41,2,1,web,two_factor,high,multi_person,0.45,2,1
41,2,2,web,two_factor,low,one_to_one,0.45,2,0
41,2,3,mobile,multi_factor,low,multi_person,0.01,2,0
41,2,4,0,0,0,0,0,1,0
41,3,1,mobile,multi_factor,medium,multi_person,0.23,2,3
41,3,2,mobile,simple,high,one_to_one,0.76,2,0
41,3,3,mobile,two_factor,medium,multi_person,0.98,2,0
41,3,4,0,0,0,0,0,1,0
41,4,1,web,multi_factor,high,one_to_one,0.45,2,2
41,4,2,mobile,two_factor,low,one_to_one,0.76,2,0
41,4,3,web,simple,medium,one_to_one,0.01,2,0
41,4,4,0,0,0,0,0,1,0
41,5,1,mobile,multi_factor,low,one_to_one,0.98,2,1
41,5,2,mobile,multi_factor,medium,multi_person,0.45,2,0
41,5,3,web,simple,high,multi_person,0.23,2,0
41,5,4,0,0,0,0,0,1,0
41,6,1,web,simple,medium,one_to_one,0.45,2,3
41,6,2,mobile,two_factor,high,multi_person,0.01,2,0
41,6,3,web,two_factor,low,multi_person,0.76,2,0
41,6,4,0,0,0,0,0,1,0
41,7,1,web,simple,low,multi_person,0.23,2,2
41,7,2,mobile,two_factor,high,one_to_one,0.98,2,0
41,7,3,mobile,multi_factor,high,multi_person,0.76,2,0
